Intent	Eutterances	Jutterances
smalltalk_agent_my_friend	are you my friend?	あなた は 私 の 友達 です か ？
smalltalk_agent_my_friend	you're my only friend	あなた は 私 の 唯一 の 友達 です 。
smalltalk_agent_my_friend	will you be my friend?	友達 に なっ て くれ ます か ？
smalltalk_agent_my_friend	can you be my friend?	お 友達 に なっ て いただけ ます か ？
smalltalk_agent_my_friend	can we become friends?	友達 に なれ ます か ？
smalltalk_agent_my_friend	can we be friends?	友達 に なっ て いただけ ます か ？
smalltalk_agent_my_friend	do you want to be my friend?	私 と 友達 に なり ませ ん か ？
smalltalk_agent_my_friend	can you be my best friend?	親友 に なっ て いただけ ます か ？
smalltalk_agent_my_friend	do you want to be my best friend?	あなた は 私 の 親友 に なり たい です か ？
smalltalk_agent_my_friend	want to be my friend?	私 の 友達 に なり たい です か ？
smalltalk_agent_my_friend	you'd like to be my friend?	私 の 友達 に なり たい の です か ？
smalltalk_agent_my_friend	would you like to be my friend?	お 友達 に なっ て いただけ ませ ん か ？
smalltalk_agent_my_friend	i want you to be my friend	友達 に なっ て ほしい です 。
smalltalk_agent_my_friend	can we be best friends?	私たち は 親友 に なれ ます か ？
smalltalk_agent_my_friend	i'd like you to be my friend	あなた に 私 の 友人 に なっ て ほしい です 。
smalltalk_agent_my_friend	would you be my friend?	友達 に なっ て いただけ ませ ん か ？
smalltalk_agent_my_friend	could you be my friend?	友達 に なっ て くれ ませ ん か ？
smalltalk_agent_occupation	do you work?	あなた は 働い て い ます か ？
smalltalk_agent_occupation	where's your job?	お 仕事 は どちら です か ？
smalltalk_agent_occupation	where's your work?	お 仕事 は どちら です か ？
smalltalk_agent_occupation	where is your job?	あなた の 仕事 は どこ です か ？
smalltalk_agent_occupation	where's your office?	あなた の オフィス は どこ です か ？
smalltalk_agent_occupation	where is your office?	あなた の オフィス は どこ に あり ます か ？
smalltalk_agent_occupation	where are your offices?	御 社 の オフィス は どこ に あり ます か ？
smalltalk_agent_occupation	where's your office located?	あなた の オフィス は どこ に あり ます か ？
smalltalk_agent_occupation	your place of business	あなた の 事業所
smalltalk_agent_occupation	location of your office	オフィス の 場所 は どこ です か 。
smalltalk_agent_occupation	your office place	オフィス の 場所
smalltalk_agent_occupation	where is your office located?	あなた の オフィス は どこ に あり ます か ？
smalltalk_agent_origin	were you born here?	こちら で お 生まれ に なら れ た の です か ？
smalltalk_agent_origin	what's your country?	あなた の 国 は どちら です か ？
smalltalk_agent_origin	what is your country?	あなた の 国 は どちら です か ？
smalltalk_agent_origin	where do you come from?	どちら の ご 出身 です か ？
smalltalk_agent_origin	where did you come from?	どちら の ご 出身 です か ？
smalltalk_agent_origin	where did you get born?	どちら で お 生まれ に なり まし た か ？
smalltalk_agent_origin	what is your homeland?	あなた の 母国 は どちら です か ？
smalltalk_agent_origin	what's your homeland?	あなた の 故郷 は どこ です か ？
smalltalk_agent_origin	your country	あなた の 国
smalltalk_agent_ready	are you ready?	準備 は でき て い ます か ？
smalltalk_agent_ready	are you ready now?	準備 は 整い まし た か ？
smalltalk_agent_ready	are you ready today?	今日 は 準備 が でき て い ます か ？
smalltalk_agent_ready	are you ready for this night	今夜 の 準備 は でき て い ます か ？
smalltalk_agent_ready	are you ready tonight?	今夜 の 準備 は でき て い ます か ？
smalltalk_agent_ready	were you ready?	準備 は でき て い まし た か ？
smalltalk_agent_ready	have you been ready?	準備 は でき て い ます か ？
smalltalk_agent_real	you're not a ruse	あなた は 策略 で は ない
smalltalk_agent_real	are you real?	あなた は 本物 です か ？
smalltalk_agent_real	i think you're real	あなた は 本物 だ と 思い ます 。
smalltalk_agent_real	i don't think you are fake	あなた は 偽物 で は ない と 思い ます 。
smalltalk_agent_real	i don't think you're a fake	あなた が 偽物 だ と は 思い ませ ん 。
smalltalk_agent_real	i don't think you're fake	私 は あなた が 偽物 だ と は 思い ませ ん 。
smalltalk_agent_real	good to know you're real	あなた が 実在 する こと が わかっ て よかっ た です 。
smalltalk_agent_real	are you a real person?	あなた は 本物 の 人間 です か ？
smalltalk_agent_real	are you a real human being?	あなた は 本当 に 人間 です か ？
smalltalk_agent_real	are you a real human?	あなた は 本物 の 人間 です か ？
smalltalk_agent_residence	what city do you live in	どちら の 都市 に お 住まい です か 。
smalltalk_agent_residence	which city do you live in?	どちら の 都市 に お 住まい です か ？
smalltalk_agent_residence	which city do you live?	どの 都市 に お 住まい です か ？
smalltalk_agent_residence	in what city do you live?	どちら の 都市 に お 住まい です か ？
smalltalk_agent_residence	your place of residence	お 住まい の 場所
smalltalk_agent_residence	home	家
smalltalk_agent_residence	what's your hometown?	ご 出身 は どちら です か ？
smalltalk_agent_residence	what is your hometown?	あなた の 故郷 は どこ です か ？
smalltalk_agent_residence	is it your hometown?	あなた の 故郷 です か ？
smalltalk_agent_residence	where's your hometown?	ご 出身 は どちら です か ？
smalltalk_agent_residence	where is your hometown?	ご 出身 は どちら です か ？
smalltalk_agent_residence	please tell me more about your city	あなた の 都市 に つい て もっと 教え て ください 。
smalltalk_agent_residence	what's your city?	あなた の 都市 は どこ です か ？
smalltalk_agent_residence	what is your city?	あなた の 都市 は どこ です か 。
smalltalk_agent_residence	what's your home?	ご自宅 は どちら です か ？
smalltalk_agent_residence	what's your residence?	ご 住所 は どちら です か ？
smalltalk_agent_residence	what is your residence?	お 住まい は どちら です か ？
smalltalk_agent_residence	what's your town?	あなた の 町 は どこ です か ？
smalltalk_agent_residence	what is your town?	あなた の 町 は どこ です か ？
smalltalk_agent_residence	what's your house?	あなた の 家 は 何 です か ？
smalltalk_agent_residence	where's your house?	あなた の 家 は どこ に あり ます か ？
smalltalk_agent_residence	where is your house?	あなた の 家 は どこ です か ？
smalltalk_agent_residence	where's your home?	お 住まい は どちら で ござい ます か ？
smalltalk_agent_residence	where is your home?	ご自宅 は どちら です か ？
smalltalk_agent_residence	where's your residence?	ご 住所 は どちら です か ？
smalltalk_agent_residence	where is your residence?	ご 住所 は どちら です か ？
smalltalk_agent_right	you're right	あなた の 言う 通り です 。
smalltalk_confirmation_yes	right?	そう でしょう ？
smalltalk_agent_right	the truth?	真実 です か ？
smalltalk_agent_right	that's the truth	それ が 真実 です 。
smalltalk_agent_right	you've got it right	了解 し まし た 。
smalltalk_agent_right	you have a right	あなた に は 権利 が あり ます 。
smalltalk_agent_right	you're totally right	あなた の おっしゃる 通り です 。
smalltalk_agent_right	you're completely right	あなた の おっしゃる 通り です 。
smalltalk_confirmation_yes	it's perfectly okay	全く 問題 あり ませ ん
smalltalk_appraisal_good	it's okay	大丈夫 です 。
smalltalk_confirmation_yes	and it's fine	そして 大丈夫 です 。
smalltalk_confirmation_yes	come on	お いで ください 。
smalltalk_confirmation_yes	i'm guessing	推測 し ます
smalltalk_confirmation_yes	why not?	なぜ いけ ない の です か ？
smalltalk_confirmation_yes	i don't mind	構い
smalltalk_confirmation_yes	i don't mind	ませ
smalltalk_confirmation_yes	i don't mind	ん
smalltalk_confirmation_yes	i don't mind	。
smalltalk_confirmation_yes	i think so	そう 思い ます 。
smalltalk_confirmation_yes	but why not?	しかし 、 なぜ だめ な の です か ？
smalltalk_confirmation_yes	yes i'd like to go	はい 、 私 は 行き たい です 。
smalltalk_confirmation_yes	yes i'd like to	はい 、 そう し たい と 思い ます 。
smalltalk_confirmation_yes	yes i would like to go	はい 、 私 は 行き たい です 。
smalltalk_confirmation_yes	yes i would like to	はい 、 私 は そう し たい と 思い ます 。
smalltalk_confirmation_yes	obviously why not?	もちろん 、 なぜ いけ ない の です か ？
smalltalk_confirmation_yes	okay it's okay	大丈夫 です 、 大丈夫 です 。
smalltalk_confirmation_yes	ok?	はい 、 かしこまり まし た 。
smalltalk_agent_sure	are you certain?	確か です か ？
smalltalk_agent_sure	are you sure?	本当 に 確か です か ？
smalltalk_agent_sure	are you sure of it right now?	今 、 その こと に つい て 確信 し て い ます か ？
smalltalk_agent_sure	are you sure right now?	今 、 よろしい の でしょう か ？
smalltalk_agent_sure	are you sure of this today?	本日 に つい て 確か です か ？
smalltalk_agent_sure	are you sure today?	今日 は 本当 に 大丈夫 です か ？
smalltalk_agent_sure	now are you sure?	今 、 本当 に 確か です か ？
smalltalk_agent_sure	are you sure tonight?	今夜 は 確か です か ？
smalltalk_agent_talk_to_me	why don't you speak with me?	なぜ 私 と 話し て くれ ない の です か ？
smalltalk_agent_talk_to_me	why don't you just talk to me?	どう し て ただ 私 と 話 を し ない の です か ？
smalltalk_agent_talk_to_me	why don't you talk to me?	どう し て 話しかけ て くれ ない の です か ？
smalltalk_agent_talk_to_me	would you like to chat with me?	私 と お 話し し て いただけ ます か ？
